"number","cmdb_ci","cmdb_ci.fqdn","vulnerability.summary","vulnerability.threat","vulnerability.solution","cmdb_ci.location","cmdb_ci.sys_class_name","cmdb_ci.u_dc_ci_status","cmdb_ci.ref_cmdb_ci_computer.u_dmz","cmdb_ci.ref_cmdb_ci_computer.os","risk_rating","state","substate","closed_at","assignment_group","assigned_to","ttr_applied_rule","vulnerability.date_published","opened_at","ttr_target_date","ttr_status","cmdb_ci.owned_by","vulnerability.remediation_type","risk_score","cmdb_ci.owned_by.u_manager_l3","cmdb_ci.owned_by.u_manager_l4","cmdb_ci.owned_by.u_manager_l5","sys_updated_on","preferred_solution","short_description","source","vulnerability"
"VIT59988510","VA10DLVWBS358","VA10DLVWBS358.WELLPOINT.COM","World-Writable Directories Should Have Their Sticky Bits Set","The Results section lists world-writable directories whose sticky bits are not set.","It&#39;s best practice to set the sticky bit for world-writable directories.","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2005-03-22","2023-10-15 00:00:00","2025-12-08 02:09:30","In-flight","Balakrishnan, Yogesh","","18","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:09:30","","QID-105146 detected on VA10DLVWBS358","Qualys","QID-105146"
"VIT75200998","VA10DLVWBS358","VA10DLVWBS358.WELLPOINT.COM","Spring Framework Path Traversal Vulnerability","Applications serving static resources through the functional web frameworks WebMvc.fn or WebFlux.fn are vulnerable to path traversal attacks. An attacker can craft malicious HTTP requests and obtain any file on the file system that is also accessible to the process in which the Spring application is running.<p>

Affected Versions:<br />
Spring Framework:<br />
5.3.0 - 5.3.40<br />
6.0.0 - 6.0.24<br />
6.1.0 - 6.1.13<br />
Older, unsupported versions are also affected</p><p>

QID Detection Logic (Authenticated) - Linux<br />This QID executes the following commands to detect if spring-web-*.jar is present on the system. 
</p><ul><li> We run the command &#34;locate -b -e -r &#39;^spring\-webmvc.*\.jar$&#39; -r &#39;^spring\-webflux.*\.jar$&#39; -r &#39;^spring\-beans.*\.jar$&#39; -r &#39;^spring\-core.*\.jar$&#39; -r &#39;^spring\-boot.*\.jar$&#39; -r &#39;^spring\-web\-.*\.jar$&#39;&#34; and look for the webflux and webmvc related jar files with vulnerable versions. </li><li> ls -l /proc/*/fd | grep -Eo &#39;\S&#43;\/spring\S&#43;jar&#39; | uniq 2&gt; /dev/null</li></ul>
<p>

QID Detection Logic (Authenticated) - Windows<br />This QID checks for vulnerable version of  spring web in running processes using a WMI query. </p><p>

QID Detection: (Authenticated) - MacOS<br />This QID executes the &#39;mdfind&#39; command to check for the presence of spring-web jar on a system.</p><p></p>","Vendor has released patch addressing the vulnerability. For more information, please refer to the <a href=""https://spring.io/security/cve-2024-38819"" target=""_BLANK"" rel=""noopener noreferrer nofollow""> Spring Core Security Advisory</a><p>
</p><p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://spring.io/security/cve-2024-38819"" target=""_blank"" rel=""noopener noreferrer nofollow"">cve-2024-38819</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","In Review","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2024-11-04","2024-11-05 00:00:00","2025-05-04 04:04:19","Target Missed","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:09:31","","QID-380736 detected on VA10DLVWBS358","Qualys","QID-380736"
"VIT82677747","VA10DLVWBS358","VA10DLVWBS358.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:56:23","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:09:31","","QID-383314 detected on VA10DLVWBS358","Qualys","QID-383314"
"VIT82677787","VA10DLVSPS301","VA10DLVSPS301.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:56:34","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:11:00","","QID-383314 detected on VA10DLVSPS301","Qualys","QID-383314"
"VIT82452087","VA10DLVSPS301","VA10DLVSPS301.WELLPOINT.COM","Red Hat Update for OpenJDK (RHSA-2024:8122)","Red Hat Java is a build of OpenJDK provided by Red Hat, designed to deliver a reliable and secure Java runtime. It includes regular updates, security patches, and is tested for compatibility across different systems. This makes it a solid choice for running Java applications in a wide range of use cases.<p>

Affected Products:<br />
OpenJDK Java from 11.0.0 prior to 11.0.25 (for Middleware) are Vulnerable<br />

QID Detection Logic (Authenticated):<br />
The QID checks for the vulnerable version of Red Hat OpenJDK<br /></p>","Refer to Red Hat security advisory <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a> for updates and patch information.
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-26","2025-05-27 00:00:00","2025-11-23 01:42:57","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:11:00","","QID-383288 detected on VA10DLVSPS301","Qualys","QID-383288"
"VIT82698793","VAAZDLVWBS303","VAAZDLVWBS303.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 09:37:23","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-10 19:15:02","","QID-383314 detected on VAAZDLVWBS303","Qualys","QID-383314"
"VIT82452234","VA10TLVSPS303","VA10TLVSPS303.WELLPOINT.COM","Red Hat Update for OpenJDK (RHSA-2024:8122)","Red Hat Java is a build of OpenJDK provided by Red Hat, designed to deliver a reliable and secure Java runtime. It includes regular updates, security patches, and is tested for compatibility across different systems. This makes it a solid choice for running Java applications in a wide range of use cases.<p>

Affected Products:<br />
OpenJDK Java from 11.0.0 prior to 11.0.25 (for Middleware) are Vulnerable<br />

QID Detection Logic (Authenticated):<br />
The QID checks for the vulnerable version of Red Hat OpenJDK<br /></p>","Refer to Red Hat security advisory <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a> for updates and patch information.
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-26","2025-05-27 00:00:00","2025-11-23 01:43:40","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:12:56","","QID-383288 detected on VA10TLVSPS303","Qualys","QID-383288"
"VIT82678078","VA10TLVSPS303","VA10TLVSPS303.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:58:14","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:12:56","","QID-383314 detected on VA10TLVSPS303","Qualys","QID-383314"
"VIT82452058","VA10DLVSPS300","VA10DLVSPS300.WELLPOINT.COM","Red Hat Update for OpenJDK (RHSA-2024:8122)","Red Hat Java is a build of OpenJDK provided by Red Hat, designed to deliver a reliable and secure Java runtime. It includes regular updates, security patches, and is tested for compatibility across different systems. This makes it a solid choice for running Java applications in a wide range of use cases.<p>

Affected Products:<br />
OpenJDK Java from 11.0.0 prior to 11.0.25 (for Middleware) are Vulnerable<br />

QID Detection Logic (Authenticated):<br />
The QID checks for the vulnerable version of Red Hat OpenJDK<br /></p>","Refer to Red Hat security advisory <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a> for updates and patch information.
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-26","2025-05-27 00:00:00","2025-11-23 01:42:48","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:10:49","","QID-383288 detected on VA10DLVSPS300","Qualys","QID-383288"
"VIT82677758","VA10DLVSPS300","VA10DLVSPS300.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:56:26","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:10:49","","QID-383314 detected on VA10DLVSPS300","Qualys","QID-383314"
"VIT82677751","VA33DLVSPS301","VA33DLVSPS301.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:56:24","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:10:47","","QID-383314 detected on VA33DLVSPS301","Qualys","QID-383314"
"VIT82452045","VA33DLVSPS301","VA33DLVSPS301.WELLPOINT.COM","Red Hat Update for OpenJDK (RHSA-2024:8122)","Red Hat Java is a build of OpenJDK provided by Red Hat, designed to deliver a reliable and secure Java runtime. It includes regular updates, security patches, and is tested for compatibility across different systems. This makes it a solid choice for running Java applications in a wide range of use cases.<p>

Affected Products:<br />
OpenJDK Java from 11.0.0 prior to 11.0.25 (for Middleware) are Vulnerable<br />

QID Detection Logic (Authenticated):<br />
The QID checks for the vulnerable version of Red Hat OpenJDK<br /></p>","Refer to Red Hat security advisory <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a> for updates and patch information.
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-26","2025-05-27 00:00:00","2025-11-23 01:42:46","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:10:47","","QID-383288 detected on VA33DLVSPS301","Qualys","QID-383288"
"VIT82452265","VA10TLVSPS302","VA10TLVSPS302.WELLPOINT.COM","Red Hat Update for OpenJDK (RHSA-2024:8122)","Red Hat Java is a build of OpenJDK provided by Red Hat, designed to deliver a reliable and secure Java runtime. It includes regular updates, security patches, and is tested for compatibility across different systems. This makes it a solid choice for running Java applications in a wide range of use cases.<p>

Affected Products:<br />
OpenJDK Java from 11.0.0 prior to 11.0.25 (for Middleware) are Vulnerable<br />

QID Detection Logic (Authenticated):<br />
The QID checks for the vulnerable version of Red Hat OpenJDK<br /></p>","Refer to Red Hat security advisory <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a> for updates and patch information.
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://access.redhat.com/errata/RHSA-2024:8122"" target=""_blank"" rel=""noopener noreferrer nofollow"">RHSA-2024:8122</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-26","2025-05-27 00:00:00","2025-11-23 01:43:49","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:13:14","","QID-383288 detected on VA10TLVSPS302","Qualys","QID-383288"
"VIT82678116","VA10TLVSPS302","VA10TLVSPS302.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","Azure - Cloud Services US East 1","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:58:28","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:13:14","","QID-383314 detected on VA10TLVSPS302","Qualys","QID-383314"
